ticket,category,clean_ticket
I need assistance because One item is missing from my order Can you resolve this?,Order Issue,
I am facing an issue where How do I cancel a purchase? Please help.,Cancellation,
I need help because I cannot use the website,Technical Issue,
Can you help me? My order details are incorrect Can you resolve this?,Order Issue,
"Please help me, How can I manage my subscription? Can you check this?",Subscription,
"Please help me, The delivery is taking longer than expected What should I do?",Delivery Issue,
I am having a problem because I want to update my account information Please help me with this issue.,Account Issue,
I am having a problem because The website is showing an error I need assistance.,Technical Issue,
I am facing an issue where I made a payment but it is still showing as pending,Payment Issue,
I am facing an issue where I am unable to sign in Please help me with this issue.,Account Issue,
"Please help me, How do I cancel a purchase? Please help me with this issue.",Cancellation,
I need help because There is an item missing from my package Can you check this?,Order Issue,
Can you help me? The application stopped working Can you resolve this?,Technical Issue,
"Please help me, When does my subscription expire? Please help.",Subscription,
I am facing an issue where How can I cancel my order? What should I do?,Cancellation,
I am facing an issue where When will I receive my refund? Can you resolve this?,Refund,
Can you help me? I was charged but my order still shows as unpaid,Payment Issue,
Can you help me? The application is not responding Can you check this?,Technical Issue,
I need help because I cannot complete my payment What should I do?,Payment Issue,
Can you help me? The website is not working Please help me with this issue.,Technical Issue,
Can you help me? I was charged twice for the same transaction Can you check this?,Payment Issue,
Could you please help? I was charged but my order still shows as unpaid Can you check this?,Payment Issue,
I am unable to sign in Can you resolve this?,Account Issue,
"Please help me, How can I change my password? Can you resolve this?",Account Issue,
"Please help me, I need help with my subscription",Subscription,
I need help because I forgot my password Can you resolve this?,Account Issue,
"Please help me, I have been waiting for my order Please help.",Delivery Issue,
I am facing an issue where The payment was successful but the order was cancelled Can you resolve this?,Payment Issue,
"Please help me, I cannot complete my payment Please look into this.",Payment Issue,
I am having a problem because I need to cancel an order Please help.,Cancellation,
I am having a problem because How can I manage my subscription? Please look into this.,Subscription,
